BodyType,Make,GenModel,Model,YearFirstUsed,YearManufacture,Licensed,SORN,Electric motor_Electric motor type,Electric motor_Location of the motor,Electric motor_Power,Electric motor_Torque,Second electric motor_Motor type,Second electric motor_Location,Second electric motor_Power,Second electric motor_Torque,Second electric motor_Regenerative braking
Cars,TESLA,TESLA MODEL S,MODEL S STANDARD RANGE AWD,2020,2020,5,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),650 Nm (newton meters)66.3 kgm (kilogram meters)479.4 ft-lb (foot-pounds),Permanent magnet synchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S STANDARD RANGE AWD,2020,2020,5,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),Permanent magnet synchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2019,2019,303,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2019,2019,303,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2019,2019,303,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2019,2019,303,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2019,2019,143,10,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2019,2019,143,10,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2019,2019,143,10,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2019,2019,143,10,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2019,2019,1,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2019,2019,1,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2019,2019,1,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2019,2019,1,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X LONG RANGE AWD,2019,2019,381,7,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X LONG RANGE AWD,2019,2019,381,7,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X LONG RANGE AWD,2019,2019,381,7,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X LONG RANGE AWD,2019,2019,381,7,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2019,2019,122,2,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2019,2019,122,2,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2019,2019,122,2,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2019,2019,122,2,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORM LUDICROUS AWD,2019,2019,170,2,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORM LUDICROUS AWD,2019,2019,170,2,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORM LUDICROUS AWD,2019,2019,170,2,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORM LUDICROUS AWD,2019,2019,170,2,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORMANCE AWD,2019,2019,33,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORMANCE AWD,2019,2019,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORMANCE AWD,2019,2019,33,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X PERFORMANCE AWD,2019,2019,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X STANDARD RANGE AWD,2019,2019,38,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X STANDARD RANGE AWD,2019,2019,38,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Switched reluctance,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X STANDARD RANGE AWD,2019,2019,38,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X STANDARD RANGE AWD,2019,2019,38,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2018,2018,756,4,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2018,2018,756,4,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2018,2018,756,4,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2018,2018,1,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2018,2018,1,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2018,2018,1,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2018,2018,491,10,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2018,2018,491,10,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 75D,2018,2018,491,10,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2018,2018,4,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2018,2018,4,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 90D,2018,2018,4,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2018,2018,102,3,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2018,2018,102,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X P100D,2018,2018,102,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2017,2017,460,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2017,2017,460,3,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2017,2017,460,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 100D,2017,2017,460,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2017,2017,39,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2017,2017,39,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),660 Nm (newton meters)67.3 kgm (kilogram meters)486.8 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2017,2017,39,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL X,MODEL X 60D,2017,2017,39,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
