material,application,variable,year,value,
pp,ptt,historical data for la collected,2019,0.377737,
pp,ptt,historical data for la collected,2020,0.40777,
pp,ptt,historical data for la collected,2021,0.413408,
pp,ptt,historical data for la collected,2022,0.391955,
pp,ptt,historical data for la collected,2023,0.391955,
pp,ptt,wmc historical,2014,0.575847,
pp,ptt,wmc historical,2015,0.569795,
pp,ptt,wmc historical,2016,0.565417,
pp,ptt,wmc historical,2017,0.58591,
pp,ptt,wmc historical,2018,0.596568,
pp,ptt,wmc historical,2019,0.576263,
pp,ptt,wmc historical,2020,0.54623,
pp,ptt,wmc historical,2021,0.540592,
pp,ptt,wmc historical,2022,0.562045,
pp,ptt,wmc historical,2023,0.562045,
pp,ptt,littering rate historical data,2014,0.04,
pp,ptt,littering rate historical data,2015,0.04,
pp,ptt,littering rate historical data,2016,0.04,
pp,ptt,littering rate historical data,2017,0.04,
pp,ptt,littering rate historical data,2018,0.04,
pp,ptt,littering rate historical data,2019,0.04,
pp,ptt,littering rate historical data,2020,0.04,
pp,ptt,littering rate historical data,2021,0.04,
pp,ptt,littering rate historical data,2022,0.04,
pp,ptt,littering rate historical data,2023,0.04,
pp,ptt,rate to illegal collection,2014,0.006,
pp,ptt,rate to illegal collection,2015,0.006,
pp,ptt,rate to illegal collection,2016,0.006,
pp,ptt,rate to illegal collection,2017,0.006,
pp,ptt,rate to illegal collection,2018,0.006,
pp,ptt,rate to illegal collection,2019,0.006,
pp,ptt,rate to illegal collection,2020,0.006,
pp,ptt,rate to illegal collection,2021,0.006,
pp,ptt,rate to illegal collection,2022,0.006,
pp,ptt,rate to illegal collection,2023,0.006,
pp,ptt,rvm historical,2014,0,
pp,ptt,rvm historical,2015,0,
pp,ptt,rvm historical,2016,0,
pp,ptt,rvm historical,2017,0,
pp,ptt,rvm historical,2018,0,
pp,ptt,rvm historical,2019,0,
pp,ptt,rvm historical,2020,0,
pp,ptt,rvm historical,2021,0,
pp,ptt,rvm historical,2022,0,
pp,ptt,rvm historical,2023,0,
pp,film,historical data for la collected,2014,0.378153,
pp,film,historical data for la collected,2015,0.384204,
pp,film,historical data for la collected,2016,0.388583,
pp,film,historical data for la collected,2017,0.36809,
pp,film,historical data for la collected,2018,0.357432,
pp,film,historical data for la collected,2019,0.377737,
pp,film,historical data for la collected,2020,0.40777,
pp,film,historical data for la collected,2021,0.413408,
pp,film,historical data for la collected,2022,0.391955,
pp,film,historical data for la collected,2023,0.391955,
pp,film,wmc historical,2014,0.575847,
pp,film,wmc historical,2015,0.569795,
pp,film,wmc historical,2016,0.565417,
pp,film,wmc historical,2017,0.58591,
pp,film,wmc historical,2018,0.596568,
pp,film,wmc historical,2019,0.576263,
pp,film,wmc historical,2020,0.54623,
pp,film,wmc historical,2021,0.540592,
pp,film,wmc historical,2022,0.562045,
pp,film,wmc historical,2023,0.562045,
pp,film,littering rate historical data,2014,0.04,
pp,film,littering rate historical data,2015,0.04,
pp,film,littering rate historical data,2016,0.04,
pp,film,littering rate historical data,2017,0.04,
pp,film,littering rate historical data,2018,0.04,
pp,film,littering rate historical data,2019,0.04,
pp,film,littering rate historical data,2020,0.04,
pp,film,littering rate historical data,2021,0.04,
pp,film,littering rate historical data,2022,0.04,
pp,film,littering rate historical data,2023,0.04,
pp,film,rate to illegal collection,2014,0.006,
pp,film,rate to illegal collection,2015,0.006,
pp,film,rate to illegal collection,2016,0.006,
pp,film,rate to illegal collection,2017,0.006,
pp,film,rate to illegal collection,2018,0.006,
pp,film,rate to illegal collection,2019,0.006,
pp,film,rate to illegal collection,2020,0.006,
pp,film,rate to illegal collection,2021,0.006,
pp,film,rate to illegal collection,2022,0.006,
pp,film,rate to illegal collection,2023,0.006,
pp,film,rvm historical,2014,0,
pp,film,rvm historical,2015,0,
pp,film,rvm historical,2016,0,
pp,film,rvm historical,2017,0,
pp,film,rvm historical,2018,0,
pp,film,rvm historical,2019,0,
pp,film,rvm historical,2020,0,
pp,film,rvm historical,2021,0,
pp,film,rvm historical,2022,0,
pp,film,rvm historical,2023,0,
pp,other,historical data for la collected,2014,0.378153,
pp,other,historical data for la collected,2015,0.384204,
pp,other,historical data for la collected,2016,0.388583,
pp,other,historical data for la collected,2017,0.36809,
pp,other,historical data for la collected,2018,0.357432,
pp,other,historical data for la collected,2019,0.377737,
pp,other,historical data for la collected,2020,0.40777,
pp,other,historical data for la collected,2021,0.413408,
pp,other,historical data for la collected,2022,0.391955,
pp,other,historical data for la collected,2023,0.391955,
pp,other,wmc historical,2014,0.575847,
pp,other,wmc historical,2015,0.569795,
pp,other,wmc historical,2016,0.565417,
pp,other,wmc historical,2017,0.58591,
pp,other,wmc historical,2018,0.596568,
pp,other,wmc historical,2019,0.576263,
pp,other,wmc historical,2020,0.54623,
pp,other,wmc historical,2021,0.540592,
pp,other,wmc historical,2022,0.562045,
pp,other,wmc historical,2023,0.562045,
pp,other,littering rate historical data,2014,0.04,
pp,other,littering rate historical data,2015,0.04,
pp,other,littering rate historical data,2016,0.04,
pp,other,littering rate historical data,2017,0.04,
pp,other,littering rate historical data,2018,0.04,
pp,other,littering rate historical data,2019,0.04,
pp,other,littering rate historical data,2020,0.04,
pp,other,littering rate historical data,2021,0.04,
pp,other,littering rate historical data,2022,0.04,
pp,other,littering rate historical data,2023,0.04,
pp,other,rate to illegal collection,2014,0.006,
pp,other,rate to illegal collection,2015,0.006,
pp,other,rate to illegal collection,2016,0.006,
pp,other,rate to illegal collection,2017,0.006,
pp,other,rate to illegal collection,2018,0.006,
pp,other,rate to illegal collection,2019,0.006,
pp,other,rate to illegal collection,2020,0.006,
pp,other,rate to illegal collection,2021,0.006,
pp,other,rate to illegal collection,2022,0.006,
pp,other,rate to illegal collection,2023,0.006,
pp,other,rvm historical,2014,0,
pp,other,rvm historical,2015,0,
pp,other,rvm historical,2016,0,
pp,other,rvm historical,2017,0,
pp,other,rvm historical,2018,0,
pp,other,rvm historical,2019,0,
pp,other,rvm historical,2020,0,
pp,other,rvm historical,2021,0,
pp,other,rvm historical,2022,0,
pp,other,rvm historical,2023,0,
ps,bottle,historical data for la collected,2014,0.378153,
ps,bottle,historical data for la collected,2015,0.384204,
ps,bottle,historical data for la collected,2016,0.388583,
ps,bottle,historical data for la collected,2017,0.36809,
ps,bottle,historical data for la collected,2018,0.357432,
ps,bottle,historical data for la collected,2019,0.377737,
ps,bottle,historical data for la collected,2020,0.40777,
ps,bottle,historical data for la collected,2021,0.413408,
ps,bottle,historical data for la collected,2022,0.391955,
ps,bottle,historical data for la collected,2023,0.391955,
ps,bottle,wmc historical,2014,0.575847,
ps,bottle,wmc historical,2015,0.569795,
ps,bottle,wmc historical,2016,0.565417,
ps,bottle,wmc historical,2017,0.58591,
ps,bottle,wmc historical,2018,0.596568,
ps,bottle,wmc historical,2019,0.576263,
ps,bottle,wmc historical,2020,0.54623,
ps,bottle,wmc historical,2021,0.540592,
ps,bottle,wmc historical,2022,0.562045,
ps,bottle,wmc historical,2023,0.562045,
ps,bottle,littering rate historical data,2014,0.04,
ps,bottle,littering rate historical data,2015,0.04,
ps,bottle,littering rate historical data,2016,0.04,
ps,bottle,littering rate historical data,2017,0.04,
ps,bottle,littering rate historical data,2018,0.04,
ps,bottle,littering rate historical data,2019,0.04,
ps,bottle,littering rate historical data,2020,0.04,
ps,bottle,littering rate historical data,2021,0.04,
ps,bottle,littering rate historical data,2022,0.04,
ps,bottle,littering rate historical data,2023,0.04,
ps,bottle,rate to illegal collection,2014,0.006,
ps,bottle,rate to illegal collection,2015,0.006,
ps,bottle,rate to illegal collection,2016,0.006,
ps,bottle,rate to illegal collection,2017,0.006,
ps,bottle,rate to illegal collection,2018,0.006,
ps,bottle,rate to illegal collection,2019,0.006,
ps,bottle,rate to illegal collection,2020,0.006,
ps,bottle,rate to illegal collection,2021,0.006,
ps,bottle,rate to illegal collection,2022,0.006,
ps,bottle,rate to illegal collection,2023,0.006,
ps,bottle,rvm historical,2014,0,
ps,bottle,rvm historical,2015,0,
ps,bottle,rvm historical,2016,0,
ps,bottle,rvm historical,2017,0,
ps,bottle,rvm historical,2018,0,
ps,bottle,rvm historical,2019,0,
ps,bottle,rvm historical,2020,0,
ps,bottle,rvm historical,2021,0,
ps,bottle,rvm historical,2022,0,
ps,bottle,rvm historical,2023,0,
ps,ptt,historical data for la collected,2014,0.378153,
ps,ptt,historical data for la collected,2015,0.384204,
ps,ptt,historical data for la collected,2016,0.388583,
ps,ptt,historical data for la collected,2017,0.36809,
ps,ptt,historical data for la collected,2018,0.357432,
ps,ptt,historical data for la collected,2019,0.377737,
ps,ptt,historical data for la collected,2020,0.40777,
ps,ptt,historical data for la collected,2021,0.413408,
ps,ptt,historical data for la collected,2022,0.391955,
ps,ptt,historical data for la collected,2023,0.391955,
ps,ptt,wmc historical,2014,0.575847,
ps,ptt,wmc historical,2015,0.569795,
ps,ptt,wmc historical,2016,0.565417,
ps,ptt,wmc historical,2017,0.58591,
ps,ptt,wmc historical,2018,0.596568,
ps,ptt,wmc historical,2019,0.576263,
ps,ptt,wmc historical,2020,0.54623,
ps,ptt,wmc historical,2021,0.540592,
ps,ptt,wmc historical,2022,0.562045,
ps,ptt,wmc historical,2023,0.562045,
ps,ptt,littering rate historical data,2014,0.04,
ps,ptt,littering rate historical data,2015,0.04,
ps,ptt,littering rate historical data,2016,0.04,
ps,ptt,littering rate historical data,2017,0.04,
ps,ptt,littering rate historical data,2018,0.04,
ps,ptt,littering rate historical data,2019,0.04,
ps,ptt,littering rate historical data,2020,0.04,
ps,ptt,littering rate historical data,2021,0.04,
ps,ptt,littering rate historical data,2022,0.04,
ps,ptt,littering rate historical data,2023,0.04,
ps,ptt,rate to illegal collection,2014,0.006,
ps,ptt,rate to illegal collection,2015,0.006,
ps,ptt,rate to illegal collection,2016,0.006,
ps,ptt,rate to illegal collection,2017,0.006,
ps,ptt,rate to illegal collection,2018,0.006,
ps,ptt,rate to illegal collection,2019,0.006,
ps,ptt,rate to illegal collection,2020,0.006,
ps,ptt,rate to illegal collection,2021,0.006,
ps,ptt,rate to illegal collection,2022,0.006,
ps,ptt,rate to illegal collection,2023,0.006,
ps,ptt,rvm historical,2014,0,
ps,ptt,rvm historical,2015,0,
ps,ptt,rvm historical,2016,0,
ps,ptt,rvm historical,2017,0,
ps,ptt,rvm historical,2018,0,
ps,ptt,rvm historical,2019,0,
ps,ptt,rvm historical,2020,0,
ps,ptt,rvm historical,2021,0,
ps,ptt,rvm historical,2022,0,
ps,ptt,rvm historical,2023,0,
ps,film,historical data for la collected,2014,0.378153,
ps,film,historical data for la collected,2015,0.384204,
ps,film,historical data for la collected,2016,0.388583,
ps,film,historical data for la collected,2017,0.36809,
ps,film,historical data for la collected,2018,0.357432,
ps,film,historical data for la collected,2019,0.377737,
ps,film,historical data for la collected,2020,0.40777,
ps,film,historical data for la collected,2021,0.413408,
ps,film,historical data for la collected,2022,0.391955,
ps,film,historical data for la collected,2023,0.391955,
ps,film,wmc historical,2014,0.575847,
ps,film,wmc historical,2015,0.569795,
ps,film,wmc historical,2016,0.565417,
ps,film,wmc historical,2017,0.58591,
ps,film,wmc historical,2018,0.596568,
ps,film,wmc historical,2019,0.576263,
ps,film,wmc historical,2020,0.54623,
ps,film,wmc historical,2021,0.540592,
ps,film,wmc historical,2022,0.562045,
ps,film,wmc historical,2023,0.562045,
ps,film,littering rate historical data,2014,0.04,
ps,film,littering rate historical data,2015,0.04,
ps,film,littering rate historical data,2016,0.04,
ps,film,littering rate historical data,2017,0.04,
ps,film,littering rate historical data,2018,0.04,
ps,film,littering rate historical data,2019,0.04,
ps,film,littering rate historical data,2020,0.04,
ps,film,littering rate historical data,2021,0.04,
ps,film,littering rate historical data,2022,0.04,
ps,film,littering rate historical data,2023,0.04,
ps,film,rate to illegal collection,2014,0.006,
ps,film,rate to illegal collection,2015,0.006,
ps,film,rate to illegal collection,2016,0.006,
ps,film,rate to illegal collection,2017,0.006,
ps,film,rate to illegal collection,2018,0.006,
ps,film,rate to illegal collection,2019,0.006,
ps,film,rate to illegal collection,2020,0.006,
ps,film,rate to illegal collection,2021,0.006,
ps,film,rate to illegal collection,2022,0.006,
ps,film,rate to illegal collection,2023,0.006,
ps,film,rvm historical,2014,0,
ps,film,rvm historical,2015,0,
ps,film,rvm historical,2016,0,
ps,film,rvm historical,2017,0,
ps,film,rvm historical,2018,0,
ps,film,rvm historical,2019,0,
ps,film,rvm historical,2020,0,
ps,film,rvm historical,2021,0,
ps,film,rvm historical,2022,0,
ps,film,rvm historical,2023,0,
ps,other,historical data for la collected,2014,0.378153,
ps,other,historical data for la collected,2015,0.384204,
ps,other,historical data for la collected,2016,0.388583,
ps,other,historical data for la collected,2017,0.36809,
ps,other,historical data for la collected,2018,0.357432,
ps,other,historical data for la collected,2019,0.377737,
ps,other,historical data for la collected,2020,0.40777,
ps,other,historical data for la collected,2021,0.413408,
ps,other,historical data for la collected,2022,0.391955,
ps,other,historical data for la collected,2023,0.391955,
ps,other,wmc historical,2014,0.575847,
ps,other,wmc historical,2015,0.569795,
ps,other,wmc historical,2016,0.565417,
ps,other,wmc historical,2017,0.58591,
ps,other,wmc historical,2018,0.596568,
ps,other,wmc historical,2019,0.576263,
ps,other,wmc historical,2020,0.54623,
ps,other,wmc historical,2021,0.540592,
ps,other,wmc historical,2022,0.562045,
ps,other,wmc historical,2023,0.562045,
ps,other,littering rate historical data,2014,0.04,
ps,other,littering rate historical data,2015,0.04,
ps,other,littering rate historical data,2016,0.04,
ps,other,littering rate historical data,2017,0.04,
ps,other,littering rate historical data,2018,0.04,
ps,other,littering rate historical data,2019,0.04,
ps,other,littering rate historical data,2020,0.04,
ps,other,littering rate historical data,2021,0.04,
ps,other,littering rate historical data,2022,0.04,
ps,other,littering rate historical data,2023,0.04,
ps,other,rate to illegal collection,2014,0.006,
ps,other,rate to illegal collection,2015,0.006,
ps,other,rate to illegal collection,2016,0.006,
ps,other,rate to illegal collection,2017,0.006,
ps,other,rate to illegal collection,2018,0.006,
ps,other,rate to illegal collection,2019,0.006,
ps,other,rate to illegal collection,2020,0.006,
ps,other,rate to illegal collection,2021,0.006,
ps,other,rate to illegal collection,2022,0.006,
ps,other,rate to illegal collection,2023,0.006,
ps,other,rvm historical,2014,0,
ps,other,rvm historical,2015,0,
ps,other,rvm historical,2016,0,
ps,other,rvm historical,2017,0,
ps,other,rvm historical,2018,0,
ps,other,rvm historical,2019,0,
ps,other,rvm historical,2020,0,
ps,other,rvm historical,2021,0,
ps,other,rvm historical,2022,0,
ps,other,rvm historical,2023,0,
